"","X","MC.._past","Symbol_past","Price_past","BTC_past","X1h_past","X24h_past","X7d_past","X14d_past","X30d_past","X45d_past","X90d_past","X200d_past","Mkt..Cap_past","MCAP.BTC_past","X24h.Vol_past","X24h.Vol.BTC_past","Circ..Supply_past","Total.Supply_past","Max..Supply_past","Team_past","Advisors_past","Brand.Buzz_past","Product_past","Coin_past","Social_past","Communication_past","Business_past","GitHub_past","Age..mo._past","Winning.months_past","Start.price_past","CMGR....3mo_past","Cum..ROI_past","Avg..volume_past","ATH_past","X..fm..ATH_past","ATH..BTC._past","X..fm..ATH..BTC._past","Name","Mkt.BTC_c","growth8mth","BTCprice_change","BTCmcap_change","success"
"723",723,292,"ITC",0.1529,1.93033619916929e-05,1.74,-5.67,25.74,"42.72","17.77","18.99","-28.43","-66.18",10920000,10920000,3220000,3220000,71420000,"100,000,000",NA,65.9,NA,NA,50,68,78,55,100,50,"14","14",0.8191,"- 24.36","- 88.30",617120,9.15,-98.33,6e-04,-96.82,"IoT Chain",1378.63121614968,-5.30443862644786e-06,-27.4793511551544,-15.3169136037823,0
"724",724,14,"MIOTA",0.4195,5.29611534042849e-05,-0.17,-0.71,53.39,"39.22","13.01","13.56","-15.07","-57.26",1.17e+09,1.17e+09,55740000,55740000,2.78e+09,"2,779,530,283",2779530283,86.75,100,100,90,90,77,75,100,90,"20","20",0.6385,"- 21.26","- 61.01",8583398,5.23,-91.97,3e-04,-84.45,"IOTA",147710.487444609,-2.55510477311143e-05,-48.2448853333452,-48.4266439050586,0
"725",725,129,"IOTX",0.0104,1.31298211061874e-06,0.1,-2.85,24.74,"36.45","28.17","18.46","-43.1","-55.68",36500000,36500000,2800000,2800000,3.5e+09,"10,000,000,000",NA,82.6,86,75,50,76,82,100,100,100,"8","8",0.032,"- 26.95","- 79.02",918887,0.0683,-84.73,9.18e-06,-85.63,"IoTeX",4608.06221515232,-7.78672058510155e-07,-59.3056106562796,-37.9081662649185,0
"726",726,1078,"IPSX",3e-04,3.7874483960156e-08,-0.17,-22.21,-28.66,"-54.79","-68.21","-59.64","-72.9","-88.07",284410,284410,1337,1337,891582000,"1,714,102,659",NA,59.9,83,75,30,98,57,95,100,15,"10","10",0.0065,"- 18.68","- 90.44",1242,0.0169,-98.11,1.81e-06,-97.8,"IP Exchange",35.9062732770266,-2.45167326574413e-08,-64.7315292354423,-49.1303678596503,0
"727",727,393,"IPC",0.082,1.03523589491093e-05,0.31,-3.12,14.05,"5.70","-22.15","-28.34","-64.43","-82.87",6340000,6340000,263500,263500,77278000,"91,677,851",NA,51.15,40,0,10,88,44,5,100,60,"13","13",0.8479,"- 26.39","- 90.40",83619,3.84,-97.86,5e-04,-97.98,"IPChain",800.414094357964,-2.83194496568095e-06,-27.3555522910514,-25.5690632760598,0
"728",728,1472,"IQ",0.0051,6.43866227322653e-07,-0.05,18.68,22.36,"152.59","22.38","-24.12","-84.44","-84.44",19950,19950,1208,1208,3896000,"11,296,163",56900000,41.85,NA,NA,10,96,38,5,70,5,"5","5",0.0317,"- 47.69","- 85.62",49,0.1498,-96.58,2.252e-05,-97.11,"Iqcash",2.51865318335038,-2.96564693452071e-07,-46.0599858895002,-45.850964435168,0
"729",729,791,"IQN",0.4086,5.15850471537325e-05,-3.39,9.26,22.88,"114.97","99.06","129.51","143.15","143.15",1130000,1130000,2460,2460,2775000,"5,491,860",NA,62.15,65,25,25,90,61,5,100,80,"4","4",0.2148,"8.85","6.36",1024,0.4086,0,6.764e-05,-23.75,"IQeon",142.660556249921,2.98705202902217e-05,57.9053852586435,112.547155669591,1
"730",730,1229,"IRD",0.0079,9.97361410950776e-07,1.15,-6.02,44.19,"6.30","1.88","34.68","-78.88","-78.88",135480,135480,841,841,17131000,"17,130,546",2.5e+07,49.85,63,0,10,96,28,40,100,55,"4","4",0.0065,"- 43.58","- 19.33",207,0.0417,-81.02,6.42e-06,-84.42,"Iridium",17.1041169564065,-7.96995141410056e-07,-79.910364754366,-76.3991765610069,0
"731",731,1394,"ITL",7.87e-06,9.9357396255476e-10,-8.88,19.97,45.07,"-66.71","-59.52","-80.90","-74.33","-74.33",45560,45560,48420,48420,5.789e+09,"100,000,000,000",NA,38.8,NA,NA,0,70,51,0,0,15,"4","4",2.148e-05,"- 11.43","- 7.98",55572,4.502e-05,-82.52,1e-08,-100,"Italian Lira",5.75187163074903,-8.933908277844e-10,-89.9168920939956,-58.6625035375904,0
"732",732,1314,"ITI",2.44,0.000308045802875936,-2.12,-0.2,5.59,"31.94","-7.76","-13.64","-36.07","-78.06",78100,78100,585,585,32000,"9,999,992",NA,24.3,NA,NA,0,80,9,0,0,5,"21","21",7.85,"- 26.83","- 83.86",16,80.86,-96.98,0.015,-97.94,"iTicoin",9.85999065762729,-0.000202572998589701,-65.7606747757853,-65.7656495689999,0
"733",733,1067,"ING",0.0076,9.5948692699062e-07,-0.15,9.32,37.78,"57.65","62.15","37.09","-40.6","-80.55",302540,302540,23500,23500,4e+07,"62,553,604",NA,57,51,50,35,63,62,5,100,70,"12","12",0.4793,"- 27.93","- 98.89",12159,0.3297,-97.71,3.434e-05,-97.23,"Iungo",38.1951545910187,-7.45762906147185e-07,-77.7251763592268,-77.8799751187453,0
"734",734,853,"IVY",0.0027,3.40870355641404e-07,-0.23,20.77,-46.61,"-72.10","-70.25","-66.94","-81.65","-91.91",863880,863880,1465,1465,314841000,"1,610,924,200",NA,49.95,NA,NA,50,51,66,25,100,20,"8","8",0.1133,"- 22.02","- 92.93",2106,0.1922,-98.57,2.506e-05,-98.6,"Ivy",109.063364011665,4.65044321373218e-08,13.6428502413524,129.03195002682,0
"735",735,1074,"IXC",0.0137,1.72960143418046e-06,-0.11,-11.34,8.26,"-14.60","-16.35","-41.64","-51.42","-71.78",288480,288480,805,805,21069000,"21,068,698",NA,45.3,NA,NA,10,90,43,5,100,15,"69","69",0.0137,"- 29.06","- 36.88",23,0.6996,-98.04,5e-04,-99.65,"Ixcoin",36.4201037760861,1.06216858808691e-06,61.4111764188146,61.6606058537234,1
"736",736,909,"IXT",0.0189,2.38609248948983e-06,-0.3,4.39,-4.03,"-50.16","-69.91","-70.42","-72.87","-94.23",677230,677230,18080,18080,35779000,"65,778,844",NA,45.8,69,25,10,73,32,5,100,50,"18","18",0.0919,"- 20.46","- 60.98",3604,3.96,-99.52,3e-04,-99.11,"IXT",85.4991225744549,-7.69804581861353e-07,-32.2621434521988,-32.3809629006031,0
"737",737,1543,"JS",7e-04,8.83737959070308e-08,-0.13,-5.41,16.61,"-59.61","-71.89","-74.30","-84.19","-92.78",5680,5680,98,98,7992000,"7,991,996",NA,35,NA,NA,0,75,34,0,30,15,"15","15",0.0022,"- 35.59","- 31.49",4,0.0339,-97.9,3.49e-06,-97.42,"JavaScript Token",0.717090229645621,1.84882145146868e-08,20.9204711927694,23.8742943226979,0
"738",738,1023,"J8T",5e-04,6.31241399335934e-08,-0.11,-3.07,5.56,"-22.37","-55.51","-59.84","-82.63","-94.4",376170,376170,114880,114880,824315000,"1,468,857,775",NA,51.5,80,100,15,43,65,25,100,0,"11","11",0.0347,"- 36.14","- 98.09",21567,0.0288,-98.42,3.57e-06,-98.32,"JET8",47.4908154376397,-9.69313472273462e-09,-15.3556701650617,-6.98675654253497,0
"739",739,1258,"JET",0.0169,2.13359592975546e-06,-11.66,-17.2,5.46,"-23.49","-25.50","-37.50","-43.64","-68.58",115550,115550,28910,28910,6823000,"80,000,000",NA,57.4,29,25,30,78,62,25,100,70,"19","19",0.7303,"- 6.24","- 96.66",12625,1.08,-98.44,3e-04,-99.29,"Jetcoin",14.5879887386534,-1.41227735940886e-06,-66.1923534682939,-63.5381088919597,0
"740",740,358,"JNT",0.0441,5.56754914214294e-06,0.04,-4.84,-0.65,"18.22","3.27","-10.91","-51.82","-72.72",7500000,7500000,247510,247510,170042000,"200,000,000",NA,66.3,83,75,50,88,66,95,70,40,"12","12",0.4282,"- 28.34","- 92.35",47267,0.6201,-92.89,6.894e-05,-91.92,"Jibrel Network",946.862099003901,-2.94942988681086e-06,-52.9753723139232,-53.0223969416093,0
"741",741,1420,"J",0.0107,1.3508565945789e-06,0.21,-2.99,36.22,"-14.24","-53.78","-44.24","-63.24","-84.6",35090,35090,297,297,3286000,"3,286,192",NA,24.2,NA,NA,0,33,39,0,0,10,"53","53",0.0071,"- 35.08","4.79",3,1.64,-99.35,7e-04,-99.8,"Joincoin",4.43005214053959,-8.96693050286599e-07,-66.3795886169638,-65.1436145307821,0
"742",742,1236,"JOINT",0.006,7.57489679203121e-07,-1.26,12.27,50.95,"709.90","583.89","530.63","112.73","112.73",131630,131630,1040,1040,21878000,"616,000,000",NA,47.6,39,100,30,46,54,0,100,30,"5","5",0.0048,"- 41.99","- 93.24",1908,0.0084,-28.08,1.26e-06,-39.74,"Joint Ventures",16.6180610789178,-5.70481160965115e-07,-75.3120704648096,-74.6960846387235,0
"743",743,1117,"JSE",5e-04,6.31241399335934e-08,0.04,-4.54,69.19,"-30.86","-52.98","-67.80","-84.82","-84.82",235600,235600,674,674,443480000,"10,000,000,000",NA,63.25,50,50,60,94,62,55,70,30,"4","4",0.0025,"- 44.19","- 72.48",471,0.0061,-91.23,1.09e-06,-93.61,"JSECOIN",29.7440947367092,-3.6408637328164e-08,-57.6778350825308,-55.5356796638517,0
"744",744,1109,"KLKS",0.0156,1.96947316592811e-06,-0.12,6.43,6.93,"-32.21","-45.88","-36.92","-44.01","-44.01",245150,245150,54610,54610,15764000,"16,439,358",NA,58.6,NA,NA,30,88,55,20,100,45,"6","6",0.0658,"- 20.85","- 71.60",26007,0.0728,-78.63,1.214e-05,-83.86,"Kalkulus",30.9497658094408,-1.43516311381953e-06,-72.8704071041864,-70.9191569229138,0
"745",745,582,"KAT",0.0022,2.77746215707811e-07,1.65,-1.74,-10.8,"-91.88","-91.21","-91.66","-91.66","list(NULL)",2750000,2750000,186970,186970,1.231e+09,"3,800,000,000",NA,68.75,61,75,40,80,74,90,100,30,"2","2",0.0298,"- 36.46","- 83.54",194559,0.031,-92.78,8.32e-06,-96.64,"Kambria",347.182769634764,-1.97599707891523e-07,-71.1439784653619,-72.5240657886253,0
"746",746,1368,"KNDC",9.89e-06,1.24859548788648e-09,-0.23,-36.73,-28.01,"-24.29","-75.51","-41.08","-82.27","-95.55",54130,54130,1359,1359,5.471e+09,"10,000,000,000",NA,40.05,43,0,50,71,39,0,70,15,"7","7",3e-04,"- 36.19","- 93.88",7,5e-04,-98,6e-08,-100,"KanadeCoin",6.83381938921082,-4.53809285374953e-10,-36.3455810771131,-36.3369244706276,0
"747",747,893,"KRB",0.1014,1.28015755785327e-05,-0.14,0.59,23.76,"59.15","36.02","28.30","-20.45","-61.22",755760,755760,2620,2620,7456000,"7,456,165",NA,50.8,0,0,10,88,37,0,100,80,"30","30",0.0059,"- 18.40","997.69",1004,2.07,-95.09,3e-04,-94.9,"Karbo",95.4133999924251,-4.62663178127135e-06,-36.1411121067772,-30.8406456109421,0
"748",748,796,"KARMA",3e-04,3.7874483960156e-08,-1.97,4.93,-0.89,"6.18","-35.17","-34.11","-80.58","-80.58",1100000,1100000,2940,2940,3.299e+09,"9,469,148,945",NA,40.65,43,0,10,60,48,90,70,15,"6","6",9e-04,"- 42.43","- 35.76",1739,0.0021,-84.18,3.3e-07,-87.79,"KARMA",138.873107853906,-2.61410352158515e-08,-69.0201752804125,-53.9505989676403,0
"749",749,309,"KCASH",0.0223,2.81533664103827e-06,0.61,-5.27,1.56,"360.20","356.19","320.55","58.5","-70.81",9950000,9950000,7390000,7390000,445499000,"1,000,000,000",NA,51.3,14,0,30,68,70,0,100,50,"13","13",0.2974,"- 33.01","- 98.57",230112,0.2312,-90.34,2.352e-05,-88.01,"Kcash",1256.17038467851,-2.16080682720525e-06,-76.7512771193275,-76.8185126833963,0
"750",750,890,"KEK",0.0708,8.93837821459683e-06,-0.13,-3.12,223.41,"287.87","234.26","201.38","56.37","-17.3",758700,758700,1410,1410,10716000,"11,716,385",2.1e+07,43.55,43,0,10,88,49,0,100,15,"18","18",0.0542,"- 27.46","- 67.88",38,0.4867,-85.45,3.15e-05,-71.62,"KekCoin",95.7845699352346,-6.97478877309777e-06,-78.0319271085171,-78.0677248037091,0
"751",751,1758,"KEY",0.0038,4.7974346349531e-07,1.07,-7.09,11.21,"350.71","261.08","196.88","130.2","-18.63",1,1,665390,665390,1,"100,000,000,000",NA,28.4,NA,NA,0,30,44,0,30,20,"9","9",0.0107,"- 22.12","- 92.28",35848,0.0126,-70.22,1.6e-06,-69.93,"KEY",0.000126248279867187,-2.92734945257304e-07,-61.0190586286468,5.80541229367272,0
"752",752,128,"KIN",4.834e-05,6.10284184877981e-09,2.52,3.02,4.3,"55.76","29.07","54.29","-11.34","-75.81",36550000,36550000,2090000,2090000,7.56098e+11,"10,000,000,000,000",NA,63.65,55,50,70,90,49,75,100,30,"16","16",9.341e-05,"- 21.45","- 72.02",309424,0.0013,-96.3,8e-08,-87.16,"Kin",4614.37462914568,-5.55383827023824e-09,-91.0041323018826,-85.554883519961,0
"753",753,1003,"KIND",0.0096,1.21198348672499e-06,3.35,-2.65,-4.71,"-53.49","-75.67","-47.63","-51.81","-51.81",404860,404860,1228,1228,42224000,"61,000,000",NA,56.95,42,25,30,75,64,0,100,70,"6","6",0.1807,"0.3297","- 89.80",939,0.109,-91.2,2.833e-05,-95.73,"Kind Ads Token",51.1128785870293,-1.06504822239513e-06,-87.8764631746833,-87.4636031523799,0
"754",754,1639,"KXC",3.26e-06,4.11569392367029e-10,-1.68,5.28,58.86,"80.54","-9.78","2.28","-53.05","-53.05",1,1,23390,23390,1,"8,850,000,000",NA,41.3,18,0,30,50,54,0,100,30,"5","5",8.141e-05,"- 35.85","- 97.76",7480,2e-04,-98.47,3e-08,-100,"KingXChain",0.000126248279867187,-2.65969903167439e-10,-64.6233437422996,5.80541229367272,0
"755",755,588,"PNK",0.0117,1.47710487444609e-06,-0.23,12.65,43.45,"119.31","74.87","53.29","50.74","50.74",2650000,2650000,2260,2260,225322000,"364,626,704",NA,66.3,35,25,50,94,67,45,100,70,"3","3",0.0071,"- 16.05","- 24.90",2912,0.0117,0,2.56e-06,-42.12,"Kleros",334.557941648045,-5.15346780650628e-07,-34.8889770500477,-32.5240955561106,0
"756",756,1181,"KNT",2e-04,2.52496559734374e-08,-0.47,10.51,40.85,"21.95","-14.55","-74.62","-80.14","-80.14",167120,167120,1270,1270,1e+09,"1,000,000,000",NA,40.2,NA,NA,30,70,46,0,100,0,"4","4",0.001,"- 59.33","- 87.86",104,0.0013,-87.52,3.5e-07,-94.29,"Knekted",21.0986125314043,-2.26382155937566e-08,-89.6575209482935,-87.6226914172972,0
"757",757,1222,"KOBO",0.0057,7.19615195242965e-07,0,0,0,"-50.49","-54.21","-68.49","-70.97","-84.74",140410,140410,1,1,24700000,"24,700,248",NA,39.95,NA,NA,10,83,28,20,30,30,"48","48",8e-04,"- 25.01","1220.78",18,0.1868,-96.96,6.624e-05,-98.91,"Kobocoin",17.7265209761517,-3.85671412675097e-07,-53.5941174150558,-52.8506185655216,0
"758",758,759,"KLN",1.28,0.000161597798229999,-0.14,-3.15,8.01,"325.61","314.68","250.22","136.78","38.05",1280000,1280000,31160,31160,999999,"999,999",NA,24.5,0,0,10,18,59,0,30,0,"16","16",1.51,"- 21.50","- 82.39",3938,9.04,-85.79,6e-04,-73.24,"Kolion",161.597798229999,-0.000115433409727817,-71.4325386807083,-71.4333652854919,0
"759",759,54,"KMD",1.19,0.000150235453041952,0.2,-4.04,5.49,"80.81","54.62","66.42","-1.61","-18.77",135520000,135520000,3960000,3960000,113520000,"113,519,636",2e+08,81.75,80,0,90,88,75,95,100,90,"24","24",0.1158,"- 19.44","433.26",388208,12.89,-90.73,0.001,-84.33,"Komodo",17109.1668876012,-6.34367850769122e-05,-42.2249101609842,-40.4922629499433,0
"760",760,1252,"KNT",4e-04,5.04993119468747e-08,12.27,14.46,55.8,"-34.58","-75.63","-72.96","-92.88","-92.88",121840,121840,2840,2840,335625000,"712,500,000",NA,53.05,32,75,5,79,65,5,70,50,"6","6",0.017,"- 49.86","- 96.54",6668,0.0206,-98.24,3.13e-06,-98.4,"Kora Network Token",15.382090419018,-4.45350759902126e-08,-88.1894708527188,-86.9827385892797,0
"761",761,769,"KRL",0.0828,1.04533575730031e-05,-0.84,0.32,39.98,"186.41","140.20","139.91","8.23","5.75",1230000,1230000,64230,64230,14839000,"49,417,348",NA,56.1,83,100,50,66,55,95,100,15,"7","7",0.0813,"- 19.71","- 54.91",27460,0.1016,-18.57,1.54e-05,-32.15,"Kryll",155.28538423664,-2.78600832524483e-06,-26.6518035548695,25.5901641859857,0
"762",762,63,"KCS",1.03,0.000130035728263202,-0.13,-0.41,1.22,"140.08","69.53","54.56","-6.54","-64.29",92030000,92030000,9870000,9870000,89659000,"179,659,415",NA,70.15,33,0,70,90,83,75,100,40,"15","15",0.6922,"- 31.81","- 48.89",77230,20.61,-95.02,0.0015,-91.11,"KuCoin Shares",11618.6291961772,-7.59411155529596e-07,-0.584001924449483,-8.3586937528124,0
"763",763,1339,"KURT",0.001,1.26248279867187e-07,-0.13,152.73,-21.22,"307.87","27.78","-34.44","12.5","-82.66",63030,63030,233,233,61365000,"72,764,813",2.28e+08,39.75,NA,NA,10,83,39,0,100,5,"26","26",4e-04,"- 22.95","- 5.70",4,0.0681,-98.49,1.903e-05,-99.32,"Kurrent",7.95742908002878,-7.2817274656328e-08,-57.6778350825309,-61.827461914039,0
"764",764,113,"KNC",0.2562,3.23448093019733e-05,0.03,-5.05,25.8,"86.90","50.07","52.78","-36.43","-72.68",42700000,42700000,10780000,10780000,166668000,"214,762,512",NA,76.45,31,75,80,92,75,70,100,80,"16","16",1.85,"- 34.59","- 93.74",2077008,5.84,-95.61,5e-04,-93.4,"Kyber Network",5390.80155032888,1.35679723477592e-06,4.19479126344123,5.40895173238499,0
"765",765,896,"LALA",0.0037,4.67118635508591e-07,-2.83,-8.72,68.13,"182.65","75.33","35.79","-30.83","-76.44",739890,739890,14640,14640,201640000,"250,000,000",NA,57.3,83,100,80,88,55,25,100,0,"11","11",0.1106,"- 42.58","- 99.09",36234,0.1038,-96.46,1.396e-05,-96.71,"LALA World",93.4098397909328,-3.33541122481444e-07,-71.4039426233317,-65.5251878039186,0
"766",766,143,"LAMB",0.0599,7.56227196404449e-06,0.27,-4.42,4.01,"440.46","479.44","479.44%","list(NULL)","list(NULL)",29930000,29930000,27890000,27890000,5e+08,"6,000,000,000",1e+10,44.6,21,0,40,65,34,70,100,30,"1","1",0.0067,"N/A","86.70",1336487,0.0599,0,7.56e-06,0,"Lambda",3778.6110164249,-3.06070977502964e-06,-40.4734157880338,-14.1678780323963,0
"767",767,521,"TAU",0.0257,3.2445807925867e-06,0.91,-3.17,12.58,"-7.63","-13.77","-29.66","-24.32","-59.05",3660000,3660000,21840,21840,142216000,"288,090,567",NA,64.05,63,50,50,53,51,90,100,90,"13","13",0.5661,"- 17.11","- 95.52",12122,0.7512,-96.58,6.373e-05,-94.9,"Lamden",462.068704313904,-1.58821963105008e-06,-48.9499178038311,-48.8318088087976,0
"768",768,928,"PIX",0.0046,5.80742087389059e-07,-0.14,9.48,-14.42,"-1.28","-7.56","-28.13","-52.97","-65.67",627730,627730,1204,1204,135322000,"327,154,880",657154880,68.55,76,100,30,78,61,25,100,100,"16","16",0.0804,"- 24.94","- 94.91",191,0.3168,-98.54,2.443e-05,-97.58,"Lampix",79.2498327210292,-4.73880076967342e-07,-81.5990587315351,-80.7765961924818,0
"769",769,1102,"LANA",2e-04,2.52496559734374e-08,-0.13,-0.01,-0.01,"231.31","194.73","195.28","-10.98","-46.62",250970,250970,529,529,1.059e+09,"1,058,745,475",NA,32.95,0,0,30,68,26,5,100,15,"33","33",2.277e-05,"- 26.74","349.79",51,0.0052,-95.42,3.1e-07,-90.47,"LanaCoin",31.6845307982679,-1.55292203504519e-08,-61.5027007369472,-62.2006085737311,0
"770",770,94,"LA",0.1518,1.9164488883839e-05,-3.81,20.98,62.87,"133.87","73.17","137.98","102.96","25.44",57020000,57020000,8010000,8010000,375604000,"400,000,000",1e+09,77.3,65,50,50,88,84,100,100,60,"15","15",0.2179,"- 7.53","- 73.83",3487032,1.87,-91.9,1e-04,-83.71,"LAToken",7198.67691802699,-3.58935086487362e-06,-18.7291760642806,-17.7605073157562,0
"771",771,342,"LBC",0.0362,4.57018773119216e-06,-0.21,-8.99,22.31,"24.93","53.70","54.42","-26.13","-70.65",8420000,8420000,82150,82150,232854000,"608,506,702",1083202000,64.6,63,75,80,73,55,95,100,10,"31","31",0.6462,"- 23.87","- 96.68",47887,1.85,-98.05,0.0028,-99.84,"LBRY Credits",1063.01051648171,-3.36799011394784e-06,-73.6947869988107,-67.3284950162055,0
"772",772,1273,"LDC",1e-04,1.26248279867187e-08,-0.22,3.01,47,"-16.42","-31.14","-65.00","-79.45","-96.37",103160,103160,643,643,784400000,"2,627,412,706",NA,61.95,86,100,10,66,52,55,100,80,"11","11",0.0875,"- 41.88","- 99.84",2648,0.0612,-99.79,7.22e-06,-99.72,"Leadcoin",13.023772551099,-2.10693461096113e-09,-16.6888183599618,-36.6562401778089,0
"773",773,454,"LND",0.0066,8.33238647123433e-07,1.23,10.35,45.47,"107.68","3.64","13.68","-4.54","21.98",4810000,4810000,48510,48510,728449000,"1,000,000,000",NA,65.5,61,75,30,85,70,5,100,70,"9","9",0.0278,"- 16.53","- 84.95",129005,0.0309,-78.63,3.56e-06,-76.67,"Lending Block",607.254226161169,-5.3936811846371e-07,-64.7315292354424,-61.72527704969,0
"774",774,1719,"LST",4e-04,5.04993119468747e-08,-0.23,-18.8,-95.6,"-52.21","-60.30","-60.81","-80.2","-91.38",1,1,1730,1730,1,"1,210,071,487",NA,35.5,20,0,50,58,38,0,100,5,"10","10",0.0154,"- 24.32","- 95.17",542,0.0123,-96.8,1.42e-06,-96.48,"Lendroid Support Token",0.000126248279867187,-2.37838093414453e-08,-47.0972938531635,5.80541229367272,0
"775",775,349,"LEO",0.067,8.45863475110152e-06,2.11,4.12,-13.61,"-7.51","-6.25","0.07","-38.65","-62.81",8110000,8110000,1930000,1930000,121010000,"129,367,839",1e+09,52.9,83,100,50,78,63,25,30,10,"42","42",0.3204,"- 8.03","- 73.52",1314350,2.15,-96.88,0.003,-99.72,"LEOcoin",1023.87354972289,-7.88425144508479e-06,-93.2095033901076,-87.6621235010942,0
"776",776,914,"LTHN",0.001,1.26248279867187e-07,-6.7,1.88,10.01,"-7.40","-20.26","-16.58","-78.72","-59.87",664100,664100,1890,1890,646511000,"716,510,791",999481516,60.7,86,50,10,98,39,20,100,80,"15","15",0.0036,"- 39.08","- 67.87",11736,0.0884,-98.84,6.2e-06,-97.9,"Lethean",83.8414826597988,-9.95327772617574e-08,-78.8389175412655,-73.1001568865175,0
"777",777,1198,"LUC",2e-04,2.52496559734374e-08,-0.12,-15.66,-44.99,"-11.53","-38.91","-72.87","-86.7","-96.58",157550,157550,1302,1302,996923000,"1,298,120,000",NA,47.25,NA,NA,50,66,52,5,100,15,"8","8",0.0123,"- 56.55","- 98.91",1668,0.0176,-99.1,2.31e-06,-99.13,"Level Up Coin",19.8904164930753,-1.18919046707227e-08,-47.0972938531636,-31.5673023628989,0
"778",778,737,"LEV",0.0118,1.4897297024328e-06,-0.23,-59.08,10.82,"59.12","12.33","-27.99","-50.1","-71.38",1390000,1390000,1354,1354,118091000,"1,000,000,000",NA,54.6,83,50,30,73,66,75,100,10,"13","13",0.2644,"- 21.28","- 97.33",186,0.2051,-94.27,1.836e-05,-91.94,"Leverj",175.48510901539,-3.14247587793911e-07,-21.0942687979389,-21.5974283003723,0
"779",779,168,"LBA",0.0452,5.70642224999684e-06,-0.12,-8.35,4.54,"336.73","271.53","187.11","-18.48","-59.17",23280000,23280000,1900000,1900000,514760000,"1,000,000,000",NA,62.5,86,75,50,86,70,50,100,20,"9","9",0.3195,"- 45.71","- 97.25",322079,0.2411,-81.24,3.148e-05,-81.86,"Libra Credit",2939.05995530811,-3.10166074596748e-06,-54.3538597405614,-43.370470911548,0
"780",780,572,"LIFE",1e-04,1.26248279867187e-08,-0.34,5.9,4.82,"81.68","200.79","45.56","80.6","55.35",2870000,2870000,29500,29500,2.3442e+10,"100,000,000,000",1e+11,39.8,NA,NA,30,43,63,20,100,0,"15","15",2e-04,"- 17.12","- 80.13",4882,0.0071,-98.27,4.6e-07,-95.68,"LIFE",362.332563218826,-4.69165948803642e-09,-37.1621656387878,-48.7562637323327,0
"781",781,1587,"LIGHT",3.042e-05,3.84047267355982e-09,-1.87,2.97,16,"-14.62","-19.01","-31.95","-75.89","-95.38",1,1,1030000,1030000,1.05e+11,"210,000,000,000",NA,51.75,43,0,30,98,44,0,70,50,"13","13",0.0052,"- 38.75","- 99.44",213206,0.0076,-99.6,6.8e-07,-100,"LightChain",0.000126248279867187,-2.89875120671844e-09,-75.479021805707,5.80541229367272,0
"782",782,169,"LBTC",5.99,0.000756227196404449,-0.99,6.27,2.12,"303.52","162.30","125.05","12.93","-43.87",23140000,23140000,2660000,2660000,3861000,"7,465,926",7465926,45.55,63,0,30,88,35,0,100,30,"13","13",145.92,"- 29.11","- 98.83",317729,629.82,-99.05,0.0712,-98.94,"Lightning Bitcoin",2921.3851961267,-0.000514451897825313,-68.0287485389737,-68.0846249866103,0
"783",783,1270,"LPC",0.0181,2.28509386559608e-06,-0.35,-18.7,-45.05,"-91.97","-94.96","-95.17","-97.21","-97.21",105100,105100,1327,1327,5794000,"5,803,455",2.1e+07,56.45,NA,NA,30,100,51,5,100,30,"6","6",4.21,"- 37.11","- 96.28",11686,9.38,-99.81,0.0015,-99.84,"Lightpaycoin",13.2686942140413,-2.20494735777979e-06,-96.4926382665081,-96.5067099842146,0
"784",784,144,"LKY",0.5975,7.54333472206441e-05,0.19,-1.53,5.09,"-12.34","-22.02","-28.06","9","9",29870000,29870000,543210,543210,5e+07,"195,000,000",NA,74.15,NA,NA,100,53,80,20,70,80,"6","6",0.7775,"8.86","1.06",626735,1.1,-45.55,3e-04,-70.82,"Linkey",3771.03611963287,-6.9636083155266e-05,-92.3147198434387,-92.3134333887757,0
"785",785,477,"LET",0.0072,9.08987615043745e-07,-1.22,-2.55,19.92,"100.67","118.29","92.45","-18.75","-65.51",4290000,4290000,14500000,14500000,6e+08,"1,000,000,000",NA,55.45,46,75,30,48,74,0,100,50,"12","12",0.1608,"- 28.94","- 98.02",852302,0.1156,-93.81,1.193e-05,-92.46,"LinkEye",541.605120630231,-4.9489732465959e-07,-54.444891929113,-53.8796920771169,0
"786",786,33,"LSK",2.21,0.000279008698506483,-1.73,7.75,27.74,"80.76","57.64","44.49","-22.56","-56.09",258940000,258940000,10420000,10420000,116973000,"132,088,171",NA,85,NA,NA,90,83,73,95,100,100,"34","34",2.04,"- 26.94","- 45.87",2931173,38.4,-94.24,0.0092,-96.96,"Lisk",32690.7295888094,-0.000187053938538595,-67.0423322068035,-65.7094686039815,0
"787",787,617,"LML",0.0195,2.46184145741014e-06,12.01,-0.35,-4.96,"-82.49","-83.86","-83.12","-83.12","list(NULL)",2340000,2340000,2090,2090,1.2e+08,"400,000,000",NA,44.85,43,0,25,25,76,0,100,30,"2","2",0.0946,"- 45.25","6.83",11140,0.1281,-84.76,3.325e-05,-92.57,"Lisk Machine Learning",295.420974889217,-7.65407041965377e-07,-31.0908340446334,-31.2716979972724,0
