Advisors,Social,GitHub,1h,7d,90d,24h Vol BTC,45d,Avg. volume,MC #,30d,Coin,Symbol,24h,Product,Total Supply,Team,Business,Age (mo),Price,200d,14d,Winning months,Max. Supply,24h Vol,BTC,Name,Communication,Mkt. Cap,MCAP BTC,Circ. Supply,Brand/Buzz
,60.0,10.0,137.37,473.03,5.77,10.43,22.88,61.0,565.0,94.37,100.0,RSTR,449.78,10.0,43819915691.0,53.4,100.0,4.0,7.902e-05,5.77,119.81,4.0,,10.43,1e-08,Ondori,45.0,2.98,2.98,37.685,
45.0,49.0,,-0.13,24.38,-67.79,333.82,-32.17,622.0,873.0,-20.24,77.0,SEQ,-5.09,30.0,46613086.0,53.4,100.0,28.0,0.0171,-86.59,-11.17,28.0,,333.82,2.15e-06,Sequence,50.0,795.56,795.56,46.613,0.0
63.0,44.0,10.0,3.14,122.09,-93.32,270.22,26.44,55749.0,761.0,178.0,100.0,VNX,-2.44,30.0,10000000000.0,53.4,100.0,3.0,0.0004,-93.32,284.69,3.0,,270.22,5e-08,VisionX,55.0,1.27,1.27,3.0,100.0
27.0,74.0,,0.18,21.0,-51.1,1.57,11.26,173923.0,422.0,6.75,63.0,MER,6.44,50.0,100000000.0,53.35,100.0,22.0,0.0565,-60.2,20.57,22.0,,1.57,7.13e-06,Mercury,5.0,5.65,5.65,100.0,0.0
,43.0,40.0,5.63,8.42,-73.18,45.6,-32.98,156.0,1282.0,-38.3,88.0,INN,-19.06,30.0,5799718.0,53.35,100.0,15.0,0.0187,-88.3,58.01,15.0,23000000.0,45.6,2.37e-06,Innova,25.0,94.64,94.64,5.05,
,66.0,20.0,-0.25,-0.78,-52.09,24.1,-22.08,27187.0,567.0,-8.7,66.0,BWX,0.1,50.0,64320000000.0,53.3,70.0,6.0,8.948e-05,-52.09,6.61,6.0,,24.1,3e-08,Blue Whale Token,50.0,2.91,2.91,32.469,
33.0,70.0,,0.46,14.63,-65.51,90.39,-34.62,42458.0,626.0,-36.12,43.0,RVR,1.46,30.0,210000000.0,53.3,100.0,34.0,0.0107,-78.97,-18.07,34.0,210000000.0,90.39,1.36e-06,RevolutionVR,55.0,2.26,2.26,210.0,25.0
,42.0,20.0,-0.19,42.68,-29.38,109.31,49.97,48740.0,777.0,84.84,100.0,CTC,4.76,50.0,925942312.0,53.3,100.0,5.0,0.023,-29.38,17.39,5.0,,109.31,2.91e-06,Credit Tag Chain,0.0,1.21,1.21,52.337,
,48.0,30.0,-0.12,-17.62,-18.97,1.09,7.24,2592.0,1159.0,5.54,88.0,DFT,6.02,30.0,18481648.0,53.3,100.0,38.0,0.0216,-80.54,31.27,38.0,,1.09,2.73e-06,DraftCoin,50.0,183.47,183.47,8.482,
,52.0,30.0,-0.12,31.96,-87.15,67.35,-77.12,728.0,1311.0,-67.24,96.0,XGS,-1.89,10.0,7563094.0,53.3,100.0,4.0,0.0107,-87.15,-42.96,4.0,19000000.0,67.35,1.35e-06,GenesisX,0.0,80.68,80.68,7.563,
22.0,52.0,,-0.13,48.1,-40.63,16.05,6.14,8658.0,510.0,18.49,80.0,DMD,5.31,60.0,3208404.0,53.2,100.0,62.0,1.21,-64.91,7.98,62.0,4380000.0,16.05,0.0001526,Diamond,40.0,3.88,3.88,3.208,0.0
40.0,66.0,0.0,0.25,1.15,20.67,6.27,117.2,312887.0,408.0,123.32,88.0,QUN,-0.24,30.0,1500000000.0,53.2,100.0,13.0,0.0093,-32.59,154.35,13.0,,6.27,1.17e-06,QunQun,50.0,5.95,5.95,642.658,75.0
,43.0,15.0,-0.55,-3.09,-78.46,3.82,-69.99,15757.0,844.0,-70.82,88.0,YOC,-4.89,80.0,554925923.0,53.2,100.0,37.0,0.0024,-86.65,-44.92,37.0,,3.82,3e-07,Yocoin,5.0,877.72,877.72,369.659,
83.0,69.0,15.0,-0.34,2.3,0.51,1.13,-3.94,435491.0,130.0,0.03,80.0,EURS,-6.13,30.0,31979207.0,53.15,100.0,6.0,1.13,0.51,1.98,6.0,,1.13,0.00014303,STASIS EURS,20.0,36.23,36.23,31.979,0.0
,66.0,10.0,0.0,38.28,-55.15,7.32,-59.47,17369.0,672.0,-7.53,75.0,QAC,1.63,50.0,263269537.0,53.15,100.0,4.0,0.0113,-55.15,-43.86,4.0,368100000.0,7.32,1.42e-06,Quasarcoin,0.0,1.9,1.9,168.27,
,50.0,15.0,20.89,32.62,-63.75,375.74,-17.78,405.0,1234.0,-6.6,98.0,PFR,32.38,30.0,37686732.0,53.15,100.0,14.0,0.0041,-88.25,15.52,14.0,,375.74,5.1e-07,Payfair,55.0,133.39,133.39,32.861,
53.0,35.0,,-0.24,21.52,-87.64,905.14,-47.02,963041.0,1370.0,-44.9,80.0,OCC,2.07,50.0,1221596.0,53.15,100.0,11.0,0.097,-72.44,5.28,11.0,,905.14,1.224e-05,Octoin Coin,55.0,53.83,53.83,555.137,0.0
83.0,23.0,70.0,-0.12,29.56,-84.62,254.38,-34.02,45.0,1662.0,-60.55,88.0,SUP,-2.8,50.0,385720236.0,53.15,100.0,12.0,7.902e-05,-82.08,121.61,12.0,,254.38,1e-08,Superior Coin,0.0,0.0,0.0,0.0,0.0
10.0,67.0,,-0.28,28.77,-53.72,249.73,-4.29,2993.0,682.0,15.03,60.0,OCT,-16.75,60.0,200000000.0,53.1,100.0,18.0,0.06,-89.17,79.14,18.0,,249.73,7.58e-06,OracleChain,20.0,1.8,1.8,30.0,0.0
71.0,61.0,,11.96,22.38,-77.43,306.66,-43.38,616.0,1055.0,-72.28,30.0,SEAL,25.58,20.0,1200000000.0,53.1,100.0,6.0,0.0006,-77.43,-57.04,6.0,1200000000.0,306.66,8e-08,Seal Network,25.0,312.66,312.66,515.111,75.0
63.0,49.0,60.0,-0.15,18.67,-76.36,142.58,-21.48,1969.0,1167.0,-28.63,76.0,FGC,-3.66,30.0,15490653.0,53.1,70.0,8.0,0.0114,-92.43,-62.22,8.0,,142.58,1.44e-06,FantasyGold,25.0,176.59,176.59,15.491,0.0
,34.0,80.0,-0.12,4.24,-62.0,290.67,-23.71,166.0,1075.0,8.98,78.0,ORE,1.77,10.0,4323781.0,53.1,70.0,13.0,0.0798,-86.75,19.89,13.0,,290.67,1.008e-05,Galactrum,0.0,287.6,287.6,3.604,
63.0,40.0,,-0.1,8.89,-21.63,5.11,38.5,57620.0,384.0,-18.29,68.0,DBET,-16.5,30.0,188581922.0,53.05,100.0,15.0,0.0351,-70.71,-20.82,15.0,,5.11,4.43e-06,DecentBet,55.0,6.61,6.61,188.582,0.0
66.0,63.0,10.0,-0.04,-6.05,-23.05,14.65,-18.61,10157.0,585.0,-20.77,98.0,XAUR,-9.28,50.0,86642964.0,53.05,30.0,46.0,0.031,-25.78,-21.36,46.0,,14.65,3.92e-06,Xaurum,45.0,2.69,2.69,86.643,0.0
32.0,65.0,,12.27,55.8,-92.88,2.84,-72.96,6668.0,1252.0,-75.63,79.0,KNT,14.46,5.0,712500000.0,53.05,70.0,6.0,0.0004,-92.88,-34.58,6.0,,2.84,5e-08,Kora Network Token,5.0,121.84,121.84,335.625,75.0
21.0,55.0,,0.31,-43.21,-74.17,66.61,14.5,136059.0,590.0,26.25,90.0,WET,-20.1,15.0,1250000000.0,53.0,100.0,3.0,0.0164,-74.17,24.99,3.0,,66.61,2.07e-06,WeShow Token,50.0,2.62,2.62,159.733,25.0
,59.0,10.0,-0.16,36.78,-85.89,4.63,-81.26,62623.0,745.0,-80.26,90.0,TMC,-0.6,30.0,317149560.0,52.95,100.0,5.0,0.0043,-85.89,-87.3,5.0,,4.63,5.4e-07,Timicoin,45.0,1.35,1.35,317.15,
46.0,51.0,50.0,-0.14,-8.55,86.1,100.15,187.46,21289.0,268.0,226.78,63.0,NMR,-5.56,50.0,2349328.0,52.95,100.0,19.0,9.03,11.63,170.2,19.0,11000000.0,100.15,0.00114055,Numeraire,5.0,12.19,12.19,1.349,50.0
22.0,61.0,,0.27,33.39,265.98,5.33,24.13,289.0,810.0,234.6,83.0,DAR,-6.84,50.0,13600388.0,52.95,100.0,25.0,0.0783,28.17,374.23,25.0,,5.33,9.88e-06,Darcrus,5.0,1.06,1.06,13.6,0.0
63.0,78.0,15.0,0.34,19.44,-68.49,1.1,59.98,34720.0,182.0,4.45,48.0,DROP,0.35,50.0,30000000000.0,52.9,100.0,11.0,0.0009,-83.67,86.15,11.0,,1.1,1.1e-07,Dropil,5.0,20.39,20.39,22.714,75.0
83.0,63.0,10.0,2.11,-13.61,-38.65,1.93,0.07,1314350.0,349.0,-6.25,78.0,LEO,4.12,50.0,129367839.0,52.9,30.0,42.0,0.067,-62.81,-7.51,42.0,1000000000.0,1.93,8.46e-06,LEOcoin,25.0,8.11,8.11,121.01,100.0
46.0,67.0,,0.0,0.0,110.96,0.0,217.85,1482.0,420.0,232.4,43.0,EFX,0.0,35.0,650000000.0,52.9,100.0,9.0,0.0226,-7.09,368.43,9.0,,0.0,2.85e-06,Effect.AI,0.0,5.69,5.69,252.169,75.0
,46.0,50.0,27.93,7.18,-65.55,3.79,-4.64,456.0,940.0,-1.27,88.0,WSX,28.19,10.0,18430975.0,52.9,70.0,53.0,0.031,-65.55,7.18,53.0,,3.79,8.99e-06,WeAreSatoshi,0.0,572.21,572.21,18.431,
48.0,70.0,,0.33,1.44,-74.66,113.66,-50.73,24545.0,729.0,-27.69,48.0,ELEC,-0.54,35.0,749999997.0,52.85,100.0,11.0,0.0028,-90.05,-3.35,11.0,,113.66,3.5e-07,Electrify.Asia,5.0,1.46,1.46,529.592,25.0
49.0,57.0,,0.02,3.94,1759.0,11.73,7990.0,3613.0,1661.0,10533.0,66.0,ABDT,-6.49,40.0,399998765.0,52.85,100.0,6.0,0.5922,1759.0,13824.0,6.0,,11.73,7.476e-05,Atlantis Blue Digital Token,0.0,0.0,0.0,0.0,25.0
,51.0,25.0,1.87,-46.96,-94.01,11.58,-82.22,15149.0,1115.0,-80.81,100.0,XBI,-38.49,10.0,9216923.0,52.8,100.0,6.0,0.0258,-94.01,-77.39,6.0,21000000.0,11.58,3.26e-06,Bitcoin Incognito,0.0,237.95,237.95,9.217,
86.0,67.0,5.0,1.48,20.79,-44.86,122.14,-6.96,101243.0,818.0,-2.77,98.0,IPL,0.44,0.0,300000000.0,52.75,70.0,13.0,0.0045,-79.68,4.65,13.0,,122.14,5.7e-07,VouchForMe,5.0,1.01,1.01,223.186,100.0
43.0,36.0,80.0,10.32,17.95,-70.51,305.17,-34.77,151.0,1042.0,-59.21,76.0,SPD,28.02,10.0,11016099.0,52.75,100.0,10.0,0.0313,-89.3,-35.19,10.0,19340594.0,305.17,3.95e-06,Stipend,50.0,344.7,344.7,11.016,0.0
49.0,62.0,,-0.12,-69.69,-74.26,6.36,-56.07,4666.0,1094.0,-72.88,70.0,DOPE,-34.49,35.0,116845228.0,52.75,100.0,59.0,0.0022,-90.79,-71.78,59.0,,6.36,2.8e-07,DopeCoin,20.0,258.55,258.55,116.845,0.0
64.0,59.0,,-0.48,-5.86,43.16,22.96,33.12,66.0,848.0,67.31,76.0,PHI,3.43,20.0,13636660.0,52.75,100.0,9.0,0.1497,-19.36,50.2,9.0,,22.96,1.89e-05,PHI Token,0.0,872.62,872.62,5.828,25.0
,41.0,60.0,1.24,14.2,-74.38,18.16,-9.0,7553.0,1490.0,-22.67,90.0,CTRT,-4.21,0.0,8966516684.0,52.75,70.0,5.0,2.98e-06,-74.38,23.12,5.0,,18.16,0.0,Cryptrust,0.0,16.65,16.65,5.593,
,48.0,25.0,-0.07,6.9,-11.27,517.74,-11.27,881431.0,1658.0,-23.52,100.0,ATP,-6.7,10.0,10000000000.0,52.75,100.0,2.0,0.0186,,-5.86,2.0,,517.74,2.34e-06,Atlas Protocol,50.0,0.0,0.0,0.0,
,54.0,10.0,-0.13,29.56,-69.44,29.87,-34.38,4780.0,903.0,95.81,90.0,SIC,-2.8,50.0,10200000000.0,52.7,100.0,16.0,7.902e-05,-82.22,10.77,16.0,,29.87,1e-08,Swisscoin,0.0,724.02,724.02,9.163,
66.0,51.0,25.0,-0.2,-8.88,-48.26,477.98,12.35,113500.0,381.0,19.32,61.0,CNN,-1.38,80.0,100000000000.0,52.6,100.0,9.0,0.0002,-86.75,55.85,9.0,,477.98,2e-08,Content Neutrality Network,0.0,6.82,6.82,39.035,75.0
,66.0,15.0,0.1,18.01,305.33,180.06,46.03,138082.0,435.0,-28.22,100.0,QCH,2.5,0.0,92000000.0,52.55,30.0,3.0,0.1812,305.33,-20.74,3.0,,180.06,2.287e-05,QChi,5.0,5.38,5.38,29.678,
83.0,51.0,30.0,-0.82,19.03,-74.87,231.41,-37.13,102974.0,450.0,-31.59,88.0,CLO,2.47,50.0,1668909549.0,52.55,70.0,9.0,0.0031,-80.97,-12.45,9.0,6500000000.0,231.41,3.9e-07,Callisto Network,10.0,5.02,5.02,1.61,0.0
,45.0,40.0,-0.12,17.58,18.5,44.81,138.46,30.0,399.0,213.65,78.0,RBY,17.58,50.0,26925334.0,52.55,70.0,59.0,0.2292,-35.44,255.81,59.0,,44.81,2.893e-05,Rubycoin,0.0,6.17,6.17,26.925,
86.0,58.0,40.0,-0.71,8.83,-58.12,161.84,-5.65,49399.0,648.0,-15.6,16.0,DAG,-1.91,90.0,4000000000.0,52.55,100.0,8.0,0.002,-89.79,48.41,8.0,,161.84,2.5e-07,Constellation,55.0,2.08,2.08,1.036,50.0
,40.0,30.0,-0.12,-3.06,-83.76,1.69,-24.56,31111.0,1119.0,-47.45,100.0,QUAN,5.71,30.0,5456619.0,52.5,100.0,4.0,0.043,-83.76,-32.6,4.0,10519125.0,1.69,5.43e-06,Quantis Network,0.0,234.78,234.78,5.457,
,63.0,20.0,-0.36,90.42,-88.56,71.93,-65.36,9319.0,687.0,-47.03,83.0,HPC,39.36,30.0,19417658.0,52.4,30.0,22.0,0.0906,274.95,49.65,22.0,100000000.0,71.93,1.144e-05,Happycoin,25.0,1.76,1.76,19.418,
21.0,69.0,,-0.61,27.35,-41.63,800.95,39.7,592164.0,326.0,44.31,53.0,SNGLS,2.2,40.0,1000000000.0,52.3,100.0,28.0,0.0157,-41.63,19.02,28.0,,800.95,1.98e-06,SingularDTV,0.0,9.41,9.41,600.0,50.0
83.0,54.0,20.0,-0.23,-16.47,-31.49,100.61,-26.17,268.0,1093.0,4.62,66.0,SGN,21.52,50.0,185000000.0,52.3,100.0,9.0,0.0029,-62.33,5.19,9.0,,100.61,3.7e-07,Signals Network,5.0,259.79,259.79,88.139,100.0
38.0,47.0,,-0.15,5.79,-32.86,144.51,-36.01,92174.0,1186.0,-21.8,61.0,ELY,-1.06,35.0,260000000.0,52.3,100.0,7.0,0.0019,-92.17,6.56,7.0,1000000000.0,144.51,2.4e-07,Elysian,55.0,164.65,164.65,86.966,50.0
43.0,57.0,70.0,-0.18,22.69,39.26,194.1,188.59,26039.0,537.0,232.4,55.0,TAC,0.07,0.0,1000000000.0,52.25,100.0,5.0,0.0058,39.26,308.67,5.0,,194.1,7.3e-07,Traceability Chain,0.0,3.49,3.49,603.917,75.0
31.0,81.0,,-0.31,3.06,24.45,987.27,97.66,108914.0,72.0,81.48,74.0,XIN,-1.24,40.0,1000000.0,52.2,30.0,13.0,178.85,-63.04,80.81,13.0,1000000.0,987.27,0.02257937,Mixin,50.0,79.33,79.33,443.532,0.0
,66.0,45.0,-0.11,-0.83,-48.28,1.18,103.06,344784.0,488.0,115.5,75.0,CHAT,-6.52,0.0,1000000000.0,52.2,0.0,13.0,0.006,-81.61,131.43,13.0,,1.18,7.5e-07,ChatCoin,0.0,4.12,4.12,690.001,
45.0,57.0,,-0.94,17.26,-48.44,362.16,35.32,230.0,1664.0,-37.97,43.0,ETT,-0.65,30.0,77663987.0,52.15,100.0,16.0,0.0096,-67.47,-52.98,16.0,,362.16,1.22e-06,EncryptoTel [ETH],95.0,0.0,0.0,0.0,0.0
,60.0,40.0,-0.23,19.96,-81.97,93.36,-79.21,630.0,943.0,-69.17,48.0,COIN,19.92,50.0,107142857.0,52.1,100.0,6.0,0.0473,-81.97,-59.6,6.0,,93.36,5.97e-06,Coinvest,45.0,557.64,557.64,11.801,
86.0,66.0,0.0,-0.81,11.34,21.97,245.73,75.15,51058.0,657.0,53.69,66.0,INSTAR,-14.35,30.0,221874136.0,52.1,100.0,11.0,0.0142,-28.6,73.23,11.0,,245.73,1.8e-06,Insights Network,70.0,1.97,1.97,138.184,75.0
,34.0,50.0,-0.15,-8.24,-23.07,728.4,15.11,160.0,1002.0,29.67,88.0,PHO,41.99,30.0,28431012891.0,52.1,100.0,57.0,1.434e-05,-54.42,70.83,57.0,90000000000.0,728.4,0.0,Photon,5.0,407.61,407.61,28.431,
,52.0,20.0,-2.85,-5.13,-98.5,440.5,-96.81,1719.0,1529.0,-97.22,100.0,CFL,-42.88,10.0,386848901.0,52.1,100.0,5.0,7.902e-05,-98.5,-97.13,5.0,3000000000.0,440.5,1e-08,CryptoFlow,5.0,7.27,7.27,92.026,
63.0,52.0,,0.0,0.0,-55.79,0.0,-14.08,373.0,691.0,-9.0,68.0,DOT,0.0,65.0,577018000.0,52.0,100.0,48.0,0.0056,-63.78,0.0,48.0,890000000.0,0.0,1.62e-06,Dotcoin,5.0,1.74,1.74,312.018,0.0
,37.0,45.0,0.79,38.64,-39.41,1.74,3.37,1210.0,892.0,16.94,98.0,SPRTS,4.87,10.0,15725789480932.0,52.0,100.0,43.0,5e-08,-84.74,33.81,43.0,,1.74,0.0,Sprouts,0.0,756.77,756.77,15.726,
83.0,55.0,5.0,7.22,-68.93,-48.77,7.04,-10.5,12091.0,1069.0,43.14,88.0,BON,-7.9,50.0,21745688.0,52.0,100.0,14.0,0.0265,-76.98,37.45,14.0,,7.04,3.34e-06,Bonpay,5.0,298.86,298.86,11.29,50.0
,43.0,45.0,-0.12,7.33,-68.14,209.08,-33.64,198.0,1415.0,-42.12,80.0,EGX,-24.4,30.0,72000000.0,52.0,100.0,4.0,0.0011,-68.14,2.51,4.0,,209.08,1.4e-07,EagleX,0.0,37.15,37.15,33.584,
,43.0,40.0,1.78,-18.43,-41.47,45.51,-22.51,16935.0,830.0,-10.99,78.0,EXCL,-6.78,50.0,5530402.0,51.95,70.0,52.0,0.1688,-62.91,-8.31,52.0,,45.51,2.13e-05,ExclusiveCoin,5.0,933.26,933.26,5.53,
,24.0,70.0,-0.13,0.1,-75.25,38.39,-45.83,183.0,1378.0,-34.65,83.0,VIVO,-9.04,30.0,4969261.0,51.95,100.0,17.0,0.012,-96.48,-33.02,17.0,,38.39,1.52e-06,VIVO,5.0,49.83,49.83,4.149,
43.0,59.0,,0.09,43.3,-12.76,169.64,98.78,21639352.0,20.0,129.55,28.0,ONT,-6.68,40.0,1000000000.0,51.9,100.0,11.0,1.46,-58.55,139.23,11.0,,169.64,0.00018428,Ontology,70.0,722.56,722.56,495.004,0.0
24.0,70.0,,0.42,0.11,15.17,101.42,-4.98,23110.0,341.0,-6.09,53.0,ZRC,-6.37,30.0,4988893.0,51.9,100.0,20.0,2.11,23.77,11.06,20.0,,101.42,0.0002669,ZrCoin,5.0,8.53,8.53,4.034,25.0
43.0,55.0,55.0,-0.11,84.58,-52.11,53.25,-33.83,17367.0,251.0,-26.23,71.0,VITAE,43.59,30.0,15566674.0,51.9,70.0,6.0,0.8715,-52.11,-0.78,6.0,,53.25,0.00011002,Vitae,25.0,13.56,13.56,15.565,0.0
31.0,62.0,,-0.12,-0.92,-25.03,32.65,-3.0,851.0,794.0,29.66,48.0,TKS,4.48,30.0,50000000.0,51.9,100.0,22.0,0.3196,-65.62,19.01,22.0,,32.65,4.035e-05,Tokes,90.0,1.1,1.1,3.456,0.0
28.0,50.0,,-0.13,20.17,-6.23,556.0,75.76,223.0,760.0,71.92,77.0,HEAT,-3.04,50.0,40580883.0,51.85,100.0,31.0,0.0316,-63.08,185.39,31.0,,556.0,3.99e-06,HEAT,45.0,1.28,1.28,40.581,0.0
,49.0,50.0,0.0,51.45,-63.25,0.0,-31.45,100.0,1110.0,-35.36,78.0,BUN,0.0,30.0,103036607564.0,51.85,0.0,53.0,2.35e-06,-77.17,-7.5,53.0,,0.0,0.0,BunnyCoin,5.0,242.2,242.2,103.037,
100.0,55.0,5.0,-0.23,-16.54,-79.23,7.55,-58.44,13546.0,1259.0,-51.72,73.0,BIT,-12.31,50.0,544070956.0,51.85,100.0,6.0,0.0003,-79.23,-42.15,6.0,,7.55,4e-08,BitRewards,5.0,115.3,115.3,341.119,100.0
83.0,60.0,0.0,-0.13,32.69,-84.53,536.74,-73.69,488.0,832.0,-64.46,63.0,AVINOC,9.46,80.0,1000000000.0,51.8,100.0,6.0,0.0024,-84.53,-68.96,6.0,,536.74,3e-07,AVINOC,5.0,921.39,921.39,389.011,75.0
63.0,66.0,0.0,-0.11,12.53,-46.79,4.15,-10.46,2392.0,719.0,-5.31,58.0,FLIXX,-1.9,50.0,189151329.0,51.8,100.0,14.0,0.0193,-62.55,22.29,14.0,,4.15,2.43e-06,Flixxo,95.0,1.53,1.53,79.624,50.0
,41.0,15.0,-0.12,42.33,-96.14,737.25,-91.91,4068.0,1668.0,-93.58,98.0,SZC,11.09,50.0,1634623647.0,51.8,100.0,4.0,0.0006,-96.14,-85.67,4.0,2000000000.0,737.25,8e-08,ShopZcoin,25.0,0.0,0.0,0.0,
64.0,57.0,,-1.06,-10.73,,280.43,,252642.0,140.0,-43.42,72.0,RIF,-3.68,15.0,1000000000.0,51.8,100.0,1.0,0.0709,,-43.42,1.0,,280.43,8.95e-06,RIF Token,0.0,31.01,31.01,437.252,25.0
43.0,44.0,50.0,-1.87,16.0,-75.89,1.03,-31.95,213206.0,1587.0,-19.01,98.0,LIGHT,2.97,30.0,210000000000.0,51.75,70.0,13.0,3.042e-05,-95.38,-14.62,13.0,,1.03,0.0,LightChain,0.0,0.0,0.0,105.0,0.0
59.0,61.0,,0.11,15.27,23.22,21.71,131.28,1283.0,865.0,201.53,31.0,PASS,1.99,35.0,1000000000.0,51.75,100.0,6.0,0.0069,23.22,6.89,6.0,,21.71,8.7e-07,Blockpass,25.0,813.39,813.39,117.666,75.0
35.0,47.0,,-1.88,47.48,-74.94,14.62,-22.77,10103.0,953.0,-20.03,69.0,AUC,12.64,50.0,65829658.0,51.75,100.0,10.0,0.0178,-88.84,29.84,10.0,,14.62,2.25e-06,Auctus,5.0,531.85,531.85,29.814,50.0
,51.0,10.0,-7.85,-23.27,-95.33,1.74,-85.48,12730.0,1380.0,-77.67,100.0,GPKR,13.02,30.0,3931316.0,51.75,70.0,6.0,0.0156,-95.33,-74.31,6.0,33333333.0,1.74,1.98e-06,Gold Poker,45.0,48.97,48.97,3.13,
28.0,58.0,,-0.23,-54.98,-95.64,6.41,95.2,2141.0,1494.0,200.43,59.0,CMCT,11.58,0.0,20000000000.0,51.75,100.0,4.0,8.1e-07,-95.64,110.45,4.0,,6.41,0.0,Cyber Movie Chain,50.0,16.2,16.2,20.0,25.0
14.0,52.0,,-0.11,-45.15,-90.59,78.32,-81.58,494.0,1013.0,-79.39,84.0,ANC,3.79,50.0,2110317.0,51.65,100.0,67.0,0.1824,-84.09,-63.67,67.0,,78.32,2.303e-05,Anoncoin,5.0,384.91,384.91,2.11,0.0
32.0,37.0,,-0.38,-13.17,-71.73,529.07,-53.99,3581.0,929.0,-48.72,78.0,GOLOS,-27.02,40.0,124518891.0,51.65,100.0,26.0,0.005,-89.88,-39.92,26.0,,529.07,6.3e-07,Golos,5.0,618.14,618.14,124.519,0.0
83.0,40.0,70.0,-1.6,-4.21,-84.54,49.65,-48.31,56384.0,1009.0,-32.01,51.0,HER,8.56,30.0,2000000000.0,51.65,100.0,9.0,0.0004,-97.27,-8.39,9.0,,49.65,5e-08,HeroNode,0.0,391.19,391.19,1.049,75.0
63.0,37.0,90.0,-3.95,-0.03,-95.12,2.49,-81.11,4286.0,1335.0,-74.79,63.0,AKA,-8.5,30.0,19177485.0,51.65,70.0,6.0,0.0033,-95.12,-69.34,6.0,,2.49,4.2e-07,Akroma,0.0,64.03,64.03,19.177,0.0
46.0,67.0,,-3.24,19.94,-38.32,88.42,129.98,1290.0,440.0,567.23,43.0,ART,23.4,25.0,100000000.0,51.6,100.0,16.0,0.1077,-62.32,648.15,16.0,,88.42,1.36e-05,Maecenas,40.0,5.21,5.21,48.347,75.0
59.0,67.0,,-0.28,6.38,29.91,5.58,326.06,687.0,386.0,93.57,43.0,GRID,-17.26,30.0,300000000.0,51.55,70.0,15.0,0.1671,-30.89,82.08,15.0,,5.58,2.109e-05,Grid+,0.0,6.56,6.56,39.236,75.0
45.0,41.0,,-0.08,29.09,168.03,1.28,240.17,232.0,874.0,298.09,79.0,DRPU,-4.89,30.0,3530373.0,51.55,100.0,12.0,0.2233,-1.34,342.7,12.0,,1.28,2.819e-05,DRP Utility,45.0,788.32,788.32,3.53,50.0
,43.0,30.0,0.67,-20.91,-69.53,57.87,-9.63,128.0,1262.0,-2.08,100.0,BSM,-3.0,10.0,1844674407.0,51.55,100.0,10.0,7.886e-05,-78.69,21.81,10.0,,57.87,1e-08,Bitsum,20.0,112.54,112.54,1.427,
46.0,67.0,,0.73,20.92,-39.94,60.29,171.14,251.0,635.0,105.0,42.0,OXY,-12.56,55.0,1122382283.0,51.5,100.0,15.0,0.0023,-97.21,84.41,15.0,,60.29,2.9e-07,Oxycoin,5.0,2.15,2.15,927.888,0.0
0.0,48.0,50.0,-0.89,4.06,-70.53,14.31,-42.36,11837.0,817.0,-42.34,78.0,XLR,-2.84,50.0,1677742.0,51.5,100.0,22.0,0.6088,-80.57,-32.18,22.0,,14.31,7.686e-05,Solaris,20.0,1.02,1.02,1.678,0.0
80.0,65.0,,-0.11,5.56,-82.63,114.88,-59.84,21567.0,1023.0,-55.51,43.0,J8T,-3.07,15.0,1468857775.0,51.5,100.0,11.0,0.0005,-94.4,-22.37,11.0,,114.88,6e-08,JET8,25.0,376.17,376.17,824.315,100.0
,37.0,70.0,-0.12,20.21,-67.67,1.33,-13.27,3386.0,1124.0,-47.99,75.0,ACM,-1.96,10.0,10477150.0,51.5,70.0,4.0,0.0219,-67.67,-36.02,4.0,84000000.0,1.33,2.76e-06,Actinium,20.0,228.94,228.94,10.477,
,35.0,100.0,1.34,9.3,,21.76,,7420958.0,173.0,,31.0,GRIN,0.16,50.0,10419660.0,51.5,70.0,0.0,2.18,,9.3,0.0,,21.76,0.00027492,Grin,20.0,22.69,22.69,10.42,
43.0,42.0,70.0,2.69,-13.55,28.24,190.16,83.52,81917.0,880.0,77.52,78.0,XSG,-15.19,10.0,84096000.0,51.45,100.0,7.0,0.0685,-66.24,76.86,7.0,,190.16,8.65e-06,SnowGem,20.0,778.13,778.13,11.356,0.0
83.0,44.0,40.0,1.3,-89.71,-99.99,860.59,-99.19,101034.0,1648.0,-97.49,78.0,B2X,6.53,50.0,16879800.0,51.45,100.0,16.0,7.86e-06,-100.0,-88.26,16.0,21000000.0,860.59,0.0,SegWit2x,0.0,0.0,0.0,0.0,0.0
43.0,73.0,20.0,-0.07,15.39,-21.58,20.26,35.84,5565552.0,66.0,35.46,63.0,CNX,-2.52,50.0,107135054.0,51.4,100.0,16.0,1.61,-41.54,52.3,16.0,210000000.0,20.26,0.00020381,Cryptonex,5.0,89.9,89.9,55.686,0.0
,40.0,0.0,-0.37,34.94,-37.52,1.98,33.15,283307.0,116.0,43.42,90.0,NXT,11.66,90.0,998999942.0,51.4,100.0,62.0,0.0416,-58.48,52.01,62.0,1000000000.0,1.98,5.26e-06,Nxt,55.0,41.6,41.6,999.0,
