Name,MC #,Symbol,Price,BTC,1h,24h,7d,14d,30d,45d,90d,200d,Mkt. Cap,MCAP BTC,24h Vol,24h Vol BTC,Circ. Supply,Total Supply,Max. Supply,Team,Advisors,Brand/Buzz,Product,Coin,Social,Communication,Business,GitHub,GitHub,Avg. volume,Age (mo),Winning months,label_Price,label_Mkt. Cap,label_growth_rate_Price,label_growth_rate_Mkt. Cap,label_disappeared
HOdlcoin,1083.0,HODL,0.0012,1.5e-07,-0.13,21.51,63.6,199.33,95.28,172.93,52.81,-10.97,275.6,275.6,100.63,100.63,232.525,250000000.0,,51.15,,,10.0,93.0,24.0,5.0,70.0,70.0,70.0,13.0,35.0,35.0,,,,,TRUE
WITChain,1279.0,WIT,5.75e-05,1e-08,-0.23,-0.21,48.4,60.26,-13.28,-12.92,-52.58,-52.58,96.6,96.6,20.49,20.49,1.68,2000000000.0,,51.15,18.0,25.0,20.0,88.0,61.0,0.0,100.0,,,84157.0,4.0,4.0,1.662e-05,32.9,-0.7109565217391305,-0.6594202898550725,FALSE
IPChain,393.0,IPC,0.082,1.036e-05,0.31,-3.12,14.05,5.7,-22.15,-28.34,-64.43,-82.87,6.34,6.34,263.5,263.5,77.278,91677851.0,,51.15,40.0,0.0,10.0,88.0,44.0,5.0,100.0,60.0,60.0,83619.0,13.0,13.0,0.0563,4.46,-0.31341463414634146,-0.29652996845425866,FALSE
COBINHOOD,638.0,COB,0.0052,6.6e-07,-5.83,-14.49,-25.75,-52.28,-60.18,-59.95,-80.3,-90.01,2.14,2.14,26.79,26.79,411.0,1000000000.0,,51.1,32.0,25.0,70.0,69.0,40.0,45.0,100.0,,,13581.0,16.0,16.0,0.0003,123.07,-0.9423076923076923,56.509345794392516,FALSE
Global Cryptocurrency,474.0,GCC,0.0035,4.4e-07,-0.13,1.29,34.81,48.4,-41.42,102.86,237.75,10.15,4.35,4.35,1.59,1.59,1.25,1640006593.0,2400000000.0,51.1,32.0,0.0,25.0,79.0,52.0,25.0,100.0,,,15418.0,24.0,24.0,0.0017,2.18,-0.5142857142857143,-0.4988505747126436,FALSE
BLOC.MONEY,1292.0,BLOC,0.0088,1.12e-06,-5.7,3.99,-4.14,-36.48,-50.72,-62.05,-83.16,-83.16,88.37,88.37,613.02,613.02,9.991,9990624.0,,51.1,63.0,25.0,10.0,96.0,33.0,5.0,70.0,65.0,65.0,728.0,4.0,4.0,0.006,75.95,-0.31818181818181823,-0.14054543397080457,FALSE
Bolivarcoin,1348.0,BOLI,0.0045,5.7e-07,9.88,0.37,6.95,50.14,12.6,-8.62,-6.64,-58.33,60.08,60.08,56.73,56.73,13.269,13268837.0,25000000.0,51.1,,,80.0,78.0,43.0,25.0,100.0,15.0,15.0,697.0,41.0,41.0,0.0072,100.65,0.6000000000000001,0.6752663115845541,FALSE
Creditbit,1307.0,CRB,0.0049,6.2e-07,1.51,12.13,21.53,-58.65,-36.17,-17.76,-36.0,-92.44,82.79,82.79,249.89,249.89,16.9,16900214.0,,51.05,43.0,50.0,80.0,88.0,45.0,50.0,70.0,5.0,5.0,842.0,37.0,37.0,0.0005,8.86,-0.8979591836734693,-0.8929822442323953,FALSE
CatoCoin,1508.0,CATO,0.0023,2.9e-07,-0.12,4.4,-62.43,-77.66,-81.1,-89.96,-98.25,-98.25,12.53,12.53,0.03,0.03,5.47,5469887.0,,51.0,21.0,25.0,25.0,90.0,57.0,70.0,70.0,,,2672.0,6.0,6.0,0.0012,21.8,-0.4782608695652174,0.7398244213886673,FALSE
Zeusshield,609.0,ZSC,0.0021,2.6e-07,0.55,8.3,18.43,84.9,32.79,34.61,-37.78,-78.65,2.4,2.4,253.03,253.03,1.153,5642500000.0,,50.95,28.0,25.0,30.0,53.0,70.0,0.0,100.0,,,32548.0,16.0,16.0,0.0003,362.07,-0.8571428571428572,149.8625,FALSE
Circuits of Value,705.0,COVAL,0.0017,2.1e-07,-0.13,-10.15,-6.18,15.08,5.34,-3.23,-47.62,-55.27,1.66,1.66,1.57,1.57,1.0,1200000000.0,,50.9,35.0,0.0,60.0,78.0,67.0,0.0,30.0,,,3926.0,48.0,48.0,,,,,TRUE
InsurChain,1656.0,INSUR,0.0003,4e-08,2.53,4.74,42.45,75.05,85.32,63.5,-28.17,-80.86,0.0,0.0,310.56,310.56,0.0,20000000000.0,,50.9,17.0,75.0,25.0,68.0,57.0,0.0,100.0,,,156263.0,9.0,9.0,0.0001,0.0,-0.6666666666666666,1,FALSE
Scry.info,289.0,DDD,0.0252,3.19e-06,-0.19,-7.39,37.9,19.79,14.77,6.51,-53.92,-88.72,11.11,11.11,1.03,1.03,440.057,1000000000.0,,50.85,80.0,25.0,10.0,68.0,78.0,55.0,100.0,0.0,0.0,477117.0,13.0,13.0,0.0049,2.16,-0.8055555555555555,-0.8055805580558055,FALSE
ClearPoll,990.0,POLL,0.0624,7.88e-06,5.08,-17.07,-16.79,-19.36,-33.06,-31.08,-83.52,-90.46,436.75,436.75,4.06,4.06,7.0,8999992.0,,50.85,34.0,100.0,30.0,53.0,59.0,55.0,100.0,,,5199.0,15.0,15.0,0.0169,118.37,-0.7291666666666666,-0.7289753863766457,FALSE
Agrello,307.0,DLT,0.1172,1.48e-05,-0.74,1.2,47.52,-3.69,117.32,198.87,24.92,30.27,10.08,10.08,2.37,2.37,85.979,130271020.0,,50.8,48.0,0.0,35.0,68.0,39.0,55.0,100.0,,,6213402.0,17.0,17.0,0.0418,3.59,-0.6433447098976108,-0.6438492063492064,FALSE
Metronome,253.0,MET,1.47,0.0001858,-3.69,2.38,46.68,135.41,61.06,97.04,-18.64,-43.08,13.49,13.49,348.37,348.37,9.168,10930240.0,,50.8,46.0,50.0,50.0,56.0,51.0,0.0,70.0,55.0,55.0,226594.0,7.0,7.0,0.5091,4.97,-0.6536734693877551,-0.631578947368421,FALSE
BOX Token,327.0,BOX,0.0941,1.189e-05,-0.29,-0.7,45.21,71.26,36.4,-0.73,-66.72,-66.72,9.37,9.37,267.15,267.15,99.56,100000000.0,,50.8,14.0,0.0,30.0,91.0,76.0,0.0,30.0,,,3266166.0,4.0,4.0,0.0325,3.24,-0.6546227417640808,-0.6542155816435432,FALSE
Ternio,378.0,TERN,0.0208,2.62e-06,-1.06,-6.34,16.61,104.81,67.27,61.46,-6.18,-64.21,6.94,6.94,6.11,6.11,334.162,922811615.0,,50.8,86.0,100.0,50.0,51.0,66.0,20.0,100.0,5.0,5.0,36799.0,7.0,7.0,0.009,3.02,-0.5673076923076923,-0.5648414985590778,FALSE
Karbo,893.0,KRB,0.1014,1.28e-05,-0.14,0.59,23.76,59.15,36.02,28.3,-20.45,-61.22,755.76,755.76,2.62,2.62,7.456,7456165.0,,50.8,0.0,0.0,10.0,88.0,37.0,0.0,100.0,80.0,80.0,1004.0,30.0,30.0,0.0612,494.0,-0.39644970414201186,-0.34635333968455595,FALSE
Cream,1366.0,CRM,0.0012,1.5e-07,0.0,0.0,-8.24,-62.42,2.9,-11.79,-44.23,-72.71,54.4,54.4,0.0,0.0,45.109,45108749.0,100000000.0,50.8,,,30.0,98.0,45.0,25.0,100.0,15.0,15.0,248.0,18.0,18.0,0.0006,27.22,-0.5,-0.49963235294117647,FALSE
RealChain,951.0,RCT,0.0014,1.7e-07,-0.23,9.54,15.45,113.33,56.68,38.43,-22.85,-95.34,538.62,538.62,91.53,91.53,398.608,1000000000.0,,50.75,63.0,75.0,50.0,88.0,55.0,0.0,100.0,0.0,0.0,95877.0,13.0,13.0,0.0003,138.45,-0.7857142857142858,-0.7429542163306228,FALSE
FlypMe,1073.0,FYP,0.0164,2.07e-06,-1.71,15.05,6.67,-8.74,-32.71,-22.45,-49.14,-79.62,289.9,289.9,68.14,68.14,17.639,35277363.0,,50.75,,,30.0,93.0,52.0,20.0,100.0,10.0,10.0,8807.0,15.0,15.0,0.0125,220.12,-0.2378048780487805,-0.2407036909279061,FALSE
Curecoin,564.0,CURE,0.1234,1.558e-05,1.09,7.69,-1.79,95.86,118.71,90.96,106.42,-43.05,2.98,2.98,7.24,7.24,24.145,24145018.0,,50.65,46.0,0.0,50.0,78.0,40.0,5.0,100.0,50.0,50.0,1184.0,56.0,56.0,0.0377,916.19,-0.6944894651539708,306.44630872483225,FALSE
Noir,770.0,NOR,0.0632,7.97e-06,-0.12,37.92,53.06,218.96,191.31,172.41,172.41,,1.23,1.23,6.19,6.19,19.419,19418751.0,,50.65,,,0.0,75.0,45.0,25.0,100.0,55.0,55.0,220.0,3.0,3.0,0.0071,143.48,-0.8876582278481012,115.65040650406505,FALSE
Bitcoin Zero,1178.0,BZX,0.0107,1.35e-06,-0.8,-9.64,-0.71,-47.55,-54.08,-66.67,-62.2,-62.2,171.23,171.23,7.44,7.44,15.981,15980596.0,40000000.0,50.65,,,30.0,45.0,36.0,20.0,70.0,90.0,90.0,13835.0,3.0,3.0,0.0015,34.35,-0.8598130841121495,-0.7993926297961806,FALSE
Sakura Bloom,798.0,SKB,0.0004,5e-08,-0.23,2.39,4.7,-69.4,-82.37,-87.74,-89.67,-96.5,1.1,1.1,22.88,22.88,2.583,6000000000.0,,50.6,,,10.0,88.0,66.0,55.0,30.0,10.0,10.0,162443.0,9.0,9.0,0.0003,674.83,-0.2500000000000001,612.4818181818182,FALSE
Eden,640.0,EDN,0.0036,4.5e-07,-0.08,-21.23,-18.83,-3.44,-19.0,-27.19,-76.77,-76.77,2.14,2.14,282.52,282.52,600.0,1000000000.0,,50.6,,,50.0,70.0,66.0,50.0,100.0,0.0,0.0,158961.0,5.0,5.0,0.0017,1.04,-0.5277777777777778,-0.5140186915887851,FALSE
Measurable Data Token,427.0,MDT,0.0106,1.34e-06,-0.88,0.7,11.78,170.49,162.24,307.59,70.14,-43.13,5.55,5.55,3.23,3.23,522.684,1000000000.0,,50.6,38.0,50.0,35.0,63.0,40.0,55.0,100.0,,,193559.0,13.0,13.0,0.0082,4.58,-0.2264150943396226,-0.17477477477477474,FALSE
Banyan Network,1022.0,BBN,0.0006,8e-08,2.69,5.82,20.45,-60.88,-67.06,-79.31,-91.35,-97.67,376.94,376.94,805.81,805.81,610.736,1000000000.0,,50.55,63.0,50.0,30.0,84.0,36.0,20.0,70.0,50.0,50.0,21927.0,11.0,11.0,0.0002,142.45,-0.6666666666666666,-0.6220883960311986,FALSE
Suretly,1114.0,SUR,1.02,0.00012823,-0.31,6.73,53.97,58.64,59.27,52.03,-32.81,-67.31,238.34,238.34,11.05,11.05,234.658,237581.0,,50.55,36.0,0.0,10.0,79.0,59.0,5.0,100.0,,,6483.0,17.0,17.0,0.5631,132.5,-0.4479411764705882,-0.44407149450365024,FALSE
Absolute,1280.0,ABS,0.0082,1.04e-06,-0.15,-12.9,0.06,-45.76,-56.87,-69.93,-79.68,-79.68,96.1,96.1,4.85,4.85,11.686,12199278.0,52500000.0,50.5,,,10.0,71.0,33.0,45.0,100.0,70.0,70.0,4381.0,3.0,3.0,0.0023,29.31,-0.7195121951219512,-0.6950052029136315,FALSE
Arbidex,979.0,ABX,0.0223,2.82e-06,-0.54,9.29,-8.62,-37.03,-54.95,-47.84,-82.38,-82.38,455.84,455.84,121.82,121.82,20.422,25000000.0,,50.45,4.0,0.0,20.0,45.0,70.0,55.0,100.0,,,40780.0,6.0,6.0,0.0057,116.68,-0.7443946188340808,-0.744032994032994,FALSE
Veritaseum,115.0,VERI,19.79,0.00249881,0.41,16.69,61.07,47.03,31.17,7.26,-47.74,-57.64,42.55,42.55,4.99,4.99,2.15,100000000.0,,50.4,39.0,0.0,40.0,43.0,53.0,80.0,100.0,,,1563834.0,20.0,20.0,12.86,27.64,-0.3501768569984841,-0.3504112808460634,FALSE
Rapids,599.0,RPD,0.0003,3e-08,7.61,14.93,26.9,227.66,144.79,199.32,44.85,44.85,2.52,2.52,15.49,15.49,10.089,20934343941.0,,50.4,,,10.0,94.0,54.0,75.0,100.0,10.0,10.0,2132.0,4.0,4.0,7.435e-05,907.9,-0.7521666666666667,359.27777777777777,FALSE
Manna,906.0,MANNA,0.0013,1.6e-07,-0.12,-8.12,61.02,15.51,2.97,-15.87,-0.81,-41.94,688.56,688.56,728.9,728.9,539.49,2360376516.0,,50.4,86.0,75.0,50.0,98.0,30.0,0.0,100.0,20.0,20.0,52.0,42.0,42.0,0.0003,176.16,-0.7692307692307693,-0.7441617288253747,FALSE
HorusPay,647.0,HORUS,0.0024,3e-07,0.12,-2.21,7.94,45.56,-32.15,-34.25,-78.28,-78.28,2.08,2.08,565.14,565.14,872.861,1200000000.0,1200000000.0,50.35,83.0,100.0,10.0,71.0,63.0,0.0,100.0,15.0,15.0,306.0,6.0,6.0,0.0001,129.91,-0.9583333333333334,61.45673076923077,FALSE
TokenStars,1227.0,TEAM,0.0117,1.47e-06,-0.18,12.63,60.82,258.32,221.03,113.24,-32.95,-89.35,137.52,137.52,4.07,4.07,11.78,17818682.0,,50.35,83.0,100.0,30.0,88.0,46.0,10.0,100.0,10.0,10.0,3608.0,9.0,9.0,0.0065,77.13,-0.4444444444444445,-0.4391361256544503,FALSE
Ethersocial,913.0,ESN,0.0216,2.72e-06,-0.12,21.17,31.09,15.71,-15.4,-48.26,-85.03,-85.03,667.1,667.1,4.46,4.46,30.925,68585129.0,,50.3,66.0,0.0,10.0,100.0,48.0,50.0,100.0,20.0,20.0,426.0,5.0,5.0,0.0039,147.8,-0.8194444444444444,-0.7784440113925947,FALSE
Travelflex,994.0,TRF,0.0054,6.8e-07,-0.15,-3.91,23.45,-26.76,-47.52,0.48,-64.95,-92.24,424.48,424.48,733.32,733.32,78.905,107325266.0,131500000.0,50.3,66.0,0.0,50.0,98.0,48.0,50.0,100.0,0.0,0.0,1218.0,12.0,12.0,,,,,TRUE
Voise,875.0,VOISE,0.0015,1.9e-07,1.37,23.79,40.24,119.97,118.92,90.37,16.68,-58.51,786.79,786.79,396.51,396.51,523.626,775513264.0,,50.3,38.0,0.0,30.0,53.0,59.0,70.0,100.0,,,1523.0,16.0,16.0,7.486e-05,41.12,-0.9500933333333333,-0.947737007333596,FALSE
Credo,220.0,CREDO,0.0293,3.7e-06,10.76,48.63,200.1,-34.43,-30.52,-51.62,-19.59,-10.31,16.1,16.1,152.7,152.7,549.892,1374729257.0,,50.2,46.0,50.0,30.0,78.0,75.0,20.0,70.0,0.0,0.0,1450.0,17.0,17.0,0.003,1.67,-0.8976109215017065,-0.8962732919254659,FALSE
PotCoin,533.0,POT,0.0158,2e-06,-0.11,0.1,-15.2,-9.74,11.41,12.65,-28.78,-65.77,3.51,3.51,4.42,4.42,222.169,222168514.0,420000000.0,50.15,0.0,0.0,50.0,90.0,48.0,25.0,100.0,30.0,30.0,7626.0,60.0,60.0,0.005,1.12,-0.6835443037974683,-0.6809116809116809,FALSE
StarCoin,912.0,KST,0.0004,6e-08,-0.04,6.2,-24.21,-93.47,-88.89,-90.02,-96.81,-95.06,671.42,671.42,208.43,208.43,1.512,6000000000.0,,50.15,40.0,0.0,10.0,73.0,70.0,5.0,30.0,,,80173.0,9.0,9.0,0.0003,458.76,-0.2500000000000001,-0.3167317029579101,FALSE
Niobio Cash,969.0,NBR,0.004,5.1e-07,-9.47,226.9,189.94,-24.83,8.85,-27.3,-59.9,-59.9,502.36,502.36,2.54,2.54,125.553,125552519.0,336000000.0,50.15,28.0,0.0,50.0,77.0,49.0,25.0,100.0,,,2352.0,6.0,6.0,0.0004,62.91,-0.8999999999999999,-0.8747710805000399,FALSE
LogisCoin,1345.0,LGS,0.0256,3.24e-06,2.92,-5.27,-0.21,-90.97,-95.93,-97.21,-99.28,-99.28,60.3,60.3,4.23,4.23,2.351,2351215.0,21000000.0,50.15,63.0,0.0,30.0,100.0,49.0,0.0,100.0,20.0,20.0,30288.0,6.0,6.0,0.0036,8.4,-0.859375,-0.8606965174129353,FALSE
Vsync,1184.0,VSX,0.001,1.3e-07,-0.13,5.3,3.01,-4.08,-32.81,-37.49,-61.21,-85.09,164.93,164.93,86.6,86.6,160.559,168332594.0,,50.15,0.0,0.0,30.0,98.0,30.0,5.0,100.0,65.0,65.0,49.0,17.0,17.0,,,,,TRUE
SoPay,1654.0,SOP,0.0015,1.9e-07,0.3,8.58,14.6,76.58,54.67,43.84,-61.89,-94.43,0.0,0.0,104.11,104.11,0.0,4500000000.0,,50.15,36.0,75.0,35.0,70.0,42.0,5.0,100.0,,,97720.0,7.0,7.0,0.0002,0.0,-0.8666666666666666,1,FALSE
Omnitude,548.0,ECOM,0.0511,6.45e-06,0.05,-4.81,-12.89,-42.53,-43.1,-32.82,-35.02,-35.02,3.31,3.31,96.68,96.68,64.813,74413301.0,,50.1,44.0,50.0,30.0,20.0,70.0,70.0,100.0,,,91192.0,6.0,6.0,0.0273,1.77,-0.4657534246575342,-0.4652567975830816,FALSE
FOAM,297.0,FOAM,0.0376,4.75e-06,-3.12,-0.64,15.42,101.39,39.16,32.49,32.49,,10.66,10.66,115.39,115.39,283.196,1000000000.0,,50.0,39.0,50.0,60.0,35.0,55.0,80.0,70.0,,,140330.0,2.0,2.0,0.0211,6.1,-0.43882978723404253,-0.4277673545966229,FALSE
Feathercoin,432.0,FTC,0.0229,2.89e-06,2.63,-1.89,-0.19,39.79,15.37,14.1,-44.47,-75.44,5.44,5.44,23.66,23.66,237.431,237430920.0,336000000.0,50.0,23.0,0.0,70.0,75.0,50.0,0.0,100.0,,,32438.0,69.0,69.0,0.0106,2.75,-0.537117903930131,-0.4944852941176471,FALSE
Unitus,1308.0,UIS,0.0013,3.6e-07,0.0,0.0,0.0,0.0,-27.41,-23.87,-54.87,-87.45,82.71,82.71,0.0,0.0,65.895,65895134.0,,50.0,,,30.0,88.0,28.0,5.0,100.0,50.0,50.0,28.0,49.0,49.0,,,,,TRUE
VikkyToken,1428.0,VIKKY,8.88e-06,0.0,-0.23,3.25,-14.28,-31.7,-52.78,-48.08,-79.66,-79.66,33.1,33.1,9.45,9.45,3.727,12000000000.0,,50.0,28.0,25.0,30.0,80.0,58.0,5.0,70.0,,,8390.0,6.0,6.0,1.62e-06,6.05,-0.8175675675675675,-0.8172205438066465,FALSE
Ivy,853.0,IVY,0.0027,3.5e-07,-0.23,20.77,-46.61,-72.1,-70.25,-66.94,-81.65,-91.91,863.88,863.88,92.11,92.11,314.841,1610924200.0,,49.95,,,50.0,51.0,66.0,25.0,100.0,20.0,20.0,2106.0,8.0,8.0,0.0029,1.87,0.07407407407407395,-0.9978353475019679,FALSE
WABnetwork,1011.0,WAB,3.876e-05,0.0,-0.11,-9.48,-24.61,-65.04,-68.01,-68.53,-83.71,-83.71,385.66,385.66,9.97,9.97,9.95,25000000000.0,,49.95,,,50.0,66.0,63.0,5.0,100.0,10.0,10.0,9620.0,6.0,6.0,8.32e-06,75.67,-0.785345717234262,-0.803790903904994,FALSE
Crowdholding,1290.0,YUP,0.0005,7e-08,-0.23,-34.43,-0.63,28.51,-1.09,-19.02,-47.51,-79.68,89.03,89.03,44.38,44.38,170.499,445000000.0,,49.95,,,50.0,96.0,43.0,95.0,100.0,0.0,0.0,58.0,7.0,7.0,0.0002,41.29,-0.6000000000000001,-0.5362237448051219,FALSE
DarexTravel,1305.0,DART,9.6e-07,0.0,-0.21,-5.39,29.59,197.53,150.24,-5.02,-70.37,-70.37,83.49,83.49,0.0,0.0,87.4,100000000000.0,,49.95,86.0,50.0,10.0,90.0,31.0,5.0,100.0,50.0,50.0,31.0,5.0,5.0,,,,,TRUE
Sether,822.0,SETH,0.0483,6.1e-06,-0.23,2.18,11.23,47.86,-19.9,-20.8,-49.89,-66.54,973.14,973.14,17.05,17.05,20.137,20136683.0,,49.85,86.0,0.0,50.0,98.0,19.0,95.0,100.0,25.0,25.0,115.0,11.0,11.0,,,,,TRUE
Argentum,1154.0,ARG,0.016,2.02e-06,-0.06,-39.97,-27.63,-7.14,-68.76,-54.33,-69.74,-82.05,185.08,185.08,79.03,79.03,11.583,11582920.0,,49.85,,,10.0,80.0,50.0,50.0,70.0,35.0,35.0,1655.0,67.0,67.0,,,,,TRUE
Iridium,1229.0,IRD,0.0079,1e-06,1.15,-6.02,44.19,6.3,1.88,34.68,-78.88,-78.88,135.48,135.48,328.44,328.44,17.131,17130546.0,25000000.0,49.85,63.0,0.0,10.0,96.0,28.0,40.0,100.0,55.0,55.0,207.0,4.0,4.0,0.0015,30.22,-0.8101265822784811,-0.7769412459403602,FALSE
Earth Token,1422.0,EARTH,0.0002,2e-08,0.0,0.0,0.0,101.38,-35.93,-27.15,-68.24,-93.62,34.96,34.96,0.0,0.0,205.3,750000000.0,,49.85,39.0,100.0,30.0,40.0,58.0,5.0,70.0,,,38.0,9.0,9.0,,,,,TRUE
nDEX,1300.0,NDX,6.4e-06,0.0,-1.38,27.25,51.24,-22.03,-43.26,-38.81,-86.77,-86.77,85.32,85.32,19.18,19.18,13.339,15000000000.0,,49.8,28.0,0.0,40.0,66.0,58.0,0.0,100.0,,,8140.0,4.0,4.0,6.1e-07,9.17,-0.9046875,-0.8925222691045476,FALSE
Skeincoin,962.0,SKC,0.0381,4.81e-06,-0.11,-4.75,21.62,-47.08,76.15,29.58,-5.12,10.65,518.31,518.31,54.28,54.28,13.607,16695301.0,,49.75,86.0,25.0,10.0,100.0,47.0,5.0,100.0,20.0,20.0,187.0,59.0,59.0,,,,,TRUE
Open Trading Network,1383.0,OTN,0.0237,2.99e-06,-25.07,-25.01,51.82,-66.94,-64.17,-73.88,-94.7,-98.5,48.01,48.01,163.54,163.54,2.025,82630002.0,100000000.0,49.75,40.0,0.0,80.0,68.0,47.0,5.0,100.0,30.0,30.0,122.0,15.0,15.0,0.0064,12.88,-0.729957805907173,-0.7317225578004581,FALSE
Posscoin,1463.0,POSS,7.8e-07,0.0,-0.23,0.32,-19.97,-32.83,-47.61,-46.01,-69.73,-69.73,23.54,23.54,44.84,44.84,30.059,31999303031.0,,49.75,,,30.0,55.0,38.0,0.0,100.0,70.0,70.0,72.0,3.0,3.0,1e-08,448.53,-0.9871794871794871,18.05395072217502,FALSE
MEET.ONE,1670.0,MEETONE,0.0022,2.8e-07,-0.52,-1.57,27.69,101.06,134.81,65.86,-1.33,-1.33,0.0,0.0,4.56,4.56,0.0,7500000000.0,,49.75,,,30.0,75.0,23.0,70.0,100.0,65.0,65.0,1249.0,6.0,6.0,0.0009,1.7,-0.5909090909090909,1,FALSE
Blocktrade Token,680.0,BTT,0.0328,4.14e-06,-0.25,5.07,71.76,46.65,9.06,-40.35,-24.52,-24.52,1.81,1.81,6.03,6.03,55.224,57746762.0,,49.7,28.0,50.0,20.0,56.0,70.0,0.0,100.0,,,34242.0,6.0,6.0,0.038,2.12,0.15853658536585352,0.17127071823204423,FALSE
LatiumX,891.0,LATX,0.0072,9.1e-07,0.25,-1.22,11.65,-41.05,-51.25,-48.07,-28.23,-88.51,757.94,757.94,234.47,234.47,104.659,300000000.0,,49.7,,,50.0,68.0,66.0,30.0,100.0,0.0,0.0,101577.0,11.0,11.0,,,,,TRUE
Jury.Online Token,1151.0,JOT,0.0206,2.59e-06,-3.77,-3.08,-49.63,78.11,24.92,-18.12,-46.88,-92.12,187.47,187.47,2.83,2.83,9.122,18601984.0,,49.65,86.0,0.0,30.0,75.0,46.0,25.0,100.0,35.0,35.0,2415.0,7.0,7.0,,,,,TRUE
Huobi Token,55.0,HT,2.62,0.00033105,0.63,-6.49,14.43,149.18,138.57,114.37,60.9,-26.59,131.11,131.11,149.22,149.22,50.0,500000000.0,,49.6,,,10.0,58.0,88.0,5.0,100.0,0.0,0.0,8361654.0,12.0,12.0,2.8,676.16,0.06870229007633577,4.157196247425825,FALSE
Nullex,727.0,NLX,0.0363,1.051e-05,-0.37,945.56,1145.77,1231.0,554.86,386.72,134.73,53.29,1.47,1.47,32.46,32.46,40.477,51530001.0,,49.6,30.0,0.0,20.0,76.0,64.0,0.0,100.0,,,1233.0,32.0,32.0,,,,,TRUE
SounDAC,916.0,XSD,0.0453,5.72e-06,-0.27,6.49,16.82,-42.17,103.14,-28.26,-60.13,-85.6,660.66,660.66,265.72,265.72,14.582,18081806.0,,49.6,30.0,0.0,40.0,71.0,65.0,20.0,30.0,,,795.0,45.0,45.0,0.0077,112.78,-0.8300220750551877,-0.8292919202010112,FALSE
Loci Coin,1225.0,LOCI,0.0033,4.2e-07,-0.22,1.88,36.7,-42.85,-62.0,-75.14,-87.42,-96.31,138.04,138.04,142.79,142.79,41.387,100000000.0,,49.6,53.0,75.0,5.0,68.0,32.0,40.0,100.0,,,3423.0,12.0,12.0,0.0008,31.27,-0.7575757575757576,-0.7734714575485366,FALSE
Qbic,1534.0,QBIC,0.0014,1.8e-07,-0.12,-29.63,-22.26,-8.98,-52.5,-65.43,-94.75,-95.6,6.66,6.66,0.26,0.26,4.684,5426068.0,52500000.0,49.6,,,10.0,88.0,38.0,45.0,100.0,40.0,40.0,34.0,12.0,12.0,0.0012,5.65,-0.14285714285714293,-0.15165165165165162,FALSE
Micromines,1376.0,MICRO,3.1e-06,0.0,0.34,-12.67,-9.01,-45.67,-16.61,-18.23,-18.23,,50.68,50.68,17.51,17.51,16.35,18000000000.0,,49.55,14.0,75.0,10.0,75.0,61.0,0.0,100.0,,,35540.0,3.0,3.0,9.7e-07,17.55,-0.6870967741935484,-0.6537095501183898,FALSE
GSENetwork,1671.0,GSE,0.0003,4e-08,-3.1,2.02,44.72,0.69,-32.63,-59.33,-93.34,-93.34,0.0,0.0,58.29,58.29,0.0,100000000000.0,,49.55,63.0,75.0,20.0,41.0,57.0,0.0,100.0,,,178668.0,6.0,6.0,9.801e-05,0.0,-0.6733,1,FALSE
Sp8de,1217.0,SPX,1.827e-05,0.0,-0.23,-15.54,-5.21,-71.22,-79.03,-83.05,-79.91,-94.91,142.25,142.25,869.34,869.34,7.784,8888888888.0,,49.5,63.0,100.0,50.0,63.0,55.0,55.0,100.0,0.0,0.0,26199.0,7.0,7.0,7.44e-06,57.92,-0.5927750410509031,-0.592829525483304,FALSE
Themis,1691.0,GET,0.0063,8e-07,-0.33,-5.6,-1.86,381.01,293.43,284.67,63.25,63.25,0.0,0.0,43.91,43.91,0.0,1000000000.0,,49.5,,,50.0,80.0,29.0,0.0,100.0,45.0,45.0,117696.0,6.0,6.0,0.0041,0.0,-0.34920634920634913,1,FALSE
DEX,362.0,DEX,0.0388,4.9e-06,0.51,5.55,-22.93,-21.13,-86.53,-88.22,-84.35,-84.35,7.44,7.44,2.93,2.93,191.542,1892996914.0,,49.45,,,10.0,70.0,82.0,0.0,30.0,5.0,5.0,1135225.0,3.0,3.0,0.015,2.87,-0.6134020618556701,-0.614247311827957,FALSE
Debitum Network,924.0,DEB,0.0032,4e-07,1.01,0.81,-14.2,-10.31,-30.02,-41.67,-77.15,-87.5,638.61,638.61,4.53,4.53,199.646,400000000.0,,49.45,86.0,75.0,50.0,78.0,36.0,45.0,100.0,15.0,15.0,9184.0,11.0,11.0,,,,,TRUE
PKG Token,1026.0,PKG,4.132e-05,1e-08,1.45,8.72,37.62,547.89,284.68,236.89,151.87,151.87,370.65,370.65,43.42,43.42,8.969,10000000000.0,,49.45,63.0,0.0,50.0,60.0,46.0,0.0,100.0,50.0,50.0,13789.0,6.0,6.0,7.92e-06,71.02,-0.8083252662149081,-0.8083906650478889,FALSE
Monero Classic,1692.0,XMC,0.8584,0.00010837,0.31,-1.06,6.11,60.25,58.87,38.58,-39.12,-68.17,0.0,0.0,60.88,60.88,0.0,16016864.0,18400000.0,49.45,,,10.0,55.0,44.0,0.0,100.0,70.0,70.0,13888.0,10.0,10.0,0.254,4.45,-0.7041006523765144,1,FALSE
